FOG	HOG	Parent	rgm	sai	spo	ncr	tre	ang	lst	yli	arx	nfu	aru	pta	ppa	kcp	car	opm	dbx	pme	pku	bin	mbi	mgu	dha	pic	spa	wan	cut	hva	kla	lth	zro	sce	vpo
FOG08871	HOG04658			sai|UPI000618F3E1	spo|Q9Y7M8				lst|A0A1E3QFK8	yli|Q6CCK4	arx|A0A060TH88	nfu|A0A1E3PSW8	aru|A0A1D2VNA7	pta|A0A1E4TR97	ppa|C4R3U4	kcp|W6MXC5	car|A0A1E4T4H5	opm|W1QDP5	dbx|Dekbr2_7938	pme|A0A1E3NE50	pku|A0A099P4Y6	bin|A0A1E3QK65	mbi|A0A1A0H6A5;mbi|A0A1A0H9F6	mgu|A5DFL5	dha|B5RSR7	pic|A3LTG9	spa|G3AUE8	wan|A0A1E3P7A8	cut|A0A1E4RWV0	hva|A0A1B7T9U4	kla|Q6CUB3	lth|C5DDT3	zro|C5DU90	sce|Q03210;sce|Q03264	vpo|A7TTJ8
FOG08872	HOG04659					ncr|Q7SB58																													
FOG08873	HOG04660					ncr|Q7S9Q1		ang|A2QI42																											
FOG08874	HOG04661							ang|A2QJM3																											
FOG08875	HOG04662		rgm|A0A0P9EYV7	sai|UPI0008676CBE		ncr|Q7RU87	tre|G0RA95	ang|A2QCS1		yli|Q6CFZ0	arx|A0A060THD5	nfu|A0A1E3PIH0	aru|A0A1D2VAD7	pta|A0A1E4TRU7	ppa|C4R6G7	kcp|W6MUX0	car|A0A1E4T5E9	opm|W1QCY5	dbx|Dekbr2_6519	pme|A0A1E3NU12	pku|A0A099NUK0;pku|A0A099NV66;pku|A0A099NX70	bin|A0A1E3QZJ6	mbi|A0A1A0HAB8	mgu|A5DG00	dha|Q6BS45	pic|A3LNU8	spa|G3AQI6	wan|A0A1E3NYY6	cut|A0A1E4S032		kla|Q6CVQ3	lth|C5DBU7	zro|C5DT61	sce|Q04336	vpo|A7TDM8
FOG08876	HOG04663							ang|A2Q837																											
FOG08877	HOG04664		rgm|A0A0P9F245	sai|UPI000867975D	spo|P08096	ncr|V5IM93;ncr|V5IMJ3	tre|G0R9R6	ang|A5AB02	lst|A0A1E3Q8A7	yli|Q6C7Z9	arx|A0A060TAB6	nfu|A0A1E3PNV1	aru|A0A1D2VRA9	pta|A0A1E4TQQ1	ppa|C4R475	kcp|W6MU72	car|A0A1E4T1G0	opm|W1Q6Y4	dbx|Dekbr2_42293	pme|A0A1E3NJP8	pku|A0A099P7T3	bin|A0A1E3QMZ4	mbi|A0A1A0H4T9	mgu|Q01879	dha|Q6BQW4	pic|A3GF24	spa|G3AEF9	wan|A0A1E3PC24	cut|A0A1E4RXD6	hva|A0A1B7T9I9;hva|A0A1B7TD89	kla|Q6CTC1	lth|C5DMF0	zro|C5DUB5	sce|P06786	vpo|A7TEE2
FOG08878	HOG04665		rgm|A0A194S0H6	sai|UPI000866E308	spo|O74881	ncr|Q7S6J7	tre|G0RWF4	ang|A2QWA4	lst|A0A1E3Q4R3	yli|Q6CHF4	arx|A0A060SXL1	nfu|A0A1E3PTD4	aru|A0A1D2VPE8	pta|A0A1E4U3J0		kcp|W6MI76	car|A0A1E4T3S0	opm|W1QFR6	dbx|Dekbr2_37087	pme|A0A1E3NJG5	pku|A0A099NQT0;pku|A0A099P1F2	bin|A0A1E3QIT1	mbi|A0A1A0HBN0	mgu|A5DHY1	dha|Q6BJ03	pic|A3GGX2	spa|G3AIM5	wan|A0A1E3P860	cut|A0A1E4S1S8		kla|Q6CIQ2	lth|C5E3N9	zro|C5DYE1		vpo|A7TI16
FOG08879	HOG04666					ncr|V5IRA8																													
FOG08880	HOG04667																																	sce|Q8TGM0	
FOG08881	HOG04668																															lth|lth_AYbRAH_00626		sce|Q07355	
FOG08882	HOG04669																															lth|lth_AYbRAH_00192		sce|P0C5Q6	
FOG08883	HOG04670																															lth|lth_AYbRAH_00843		sce|P40575	
FOG08884	HOG04671																															lth|lth_AYbRAH_00884		sce|P38294	
FOG08885	HOG04672							ang|A2QVA3																											
FOG08886	HOG04673							ang|A2QHQ7																											
FOG08887	HOG04674						tre|G0RTY8																												
FOG08888	HOG04675																														kla|Q6CRP5	lth|C5DEY5	zro|C5DXQ3	sce|Q12245	vpo|A7TKP5
FOG08889	HOG04676		rgm|A0A194S143	sai|UPI0008671B83	spo|Q9UR05	ncr|V5IRH6	tre|G0RMQ7	ang|A2Q8B8	lst|A0A1E3Q1U0	yli|Q6C9W9	arx|A0A060T294	nfu|A0A1E3PI32;nfu|A0A1E3PPY9	aru|A0A1D2VF17	pta|A0A1E4TSK0	ppa|C4R375	kcp|W6MVT4	car|A0A1E4SUT5	opm|W1QDR1	dbx|Dekbr2_25993	pme|A0A1E3NNV4	pku|pku_AYbRAH_00206	bin|A0A1E3QU55	mbi|A0A1A0HA97	mgu|mgu_AYbRAH_00289	dha|Q6BZF8	pic|A3LN47	spa|G3AMS5	wan|A0A1E3P9I3	cut|A0A1E4S5C3		kla|Q6CWX4	lth|C5DLV6	zro|C5DW81	sce|Q02647	vpo|A7TJ83
FOG08890	HOG04677							ang|A2QYI9																											
FOG08891	HOG04678						tre|G0RN19																												
FOG08892	HOG04679						tre|G0RVS1																												
FOG08893	HOG04680						tre|G0RIV5																												
FOG08894	HOG04681																															lth|lth_AYbRAH_00825		sce|Q99345	
FOG08895	HOG04682					ncr|U9WGA7																													
FOG08896	HOG04683							ang|A2QZZ5																											
FOG08897	HOG04684		rgm|A0A0P9FBS5	sai|UPI000618E36B	spo|O13942	ncr|Q7S9D0	tre|G0RB26	ang|A2QRG1	lst|A0A1E3QG29	yli|Q6C9B6	arx|A0A060T2V2	nfu|A0A1E3PJY6	aru|A0A1D2VBT0	pta|A0A1E4TQ11	ppa|C4QWR4	kcp|W6MS09	car|A0A1E4T436	opm|W1QJI1	dbx|Dekbr2_24513	pme|A0A1E3NNU3	pku|A0A099NZ99	bin|A0A1E3QLN6	mbi|A0A1A0HJV9	mgu|A5DBB2	dha|Q6BRL8	pic|A3LP02	spa|G3AR96		cut|A0A1E4S5A1	hva|A0A1B7TBM1	kla|Q6CL63	lth|C5E262	zro|C5DTL4	sce|P48569	vpo|A7TF18
FOG08898	HOG04685					ncr|Q7S0S6																													
FOG08899	HOG04686							ang|A2QNT6	lst|A0A1E3PU91																										
FOG08900	HOG04687							ang|A2QWT6																											
FOG08901	HOG04688					ncr|Q7RXC3																													
FOG08902	HOG04689																																		vpo|A7TPP1
FOG08903	HOG04690					ncr|Q7S5Y0	tre|G0RTQ9;tre|G0RVU9	ang|A2R5R0																											
FOG08904	HOG04691						tre|G0RE94;tre|G0RM20																												
FOG08905	HOG04692					ncr|V5IQN7;ncr|V5IR01	tre|G0RQG9	ang|A2QF57	lst|A0A1E3PUY1																										
FOG08906	HOG04693							ang|A2QXF0																											
FOG08907	HOG04694							ang|A2Q882;ang|A2QZM7																											
FOG08908	HOG04695					ncr|Q7SAV7	tre|G0RBN1																												
FOG08910	HOG04697		rgm|A0A194S782	sai|UPI0008675484	spo|O94372	ncr|Q7SE72	tre|G0RE32	ang|A2R8I8	lst|A0A1E3PYL2	yli|Q6C106	arx|A0A060TCG0	nfu|A0A1E3PH21	aru|A0A1D2VRD5	pta|A0A1E4TXW8	ppa|C4R5H1	kcp|W6MLJ7	car|A0A1E4SWU5	opm|W1QAR3	dbx|Dekbr2_6082	pme|A0A1E3NH17	pku|A0A099NYF7	bin|A0A1E3QR35	mbi|A0A1A0H4Z9	mgu|A5DLI7	dha|Q6BUU4	pic|A3LVV0	spa|G3AKU0	wan|A0A1E3P105	cut|A0A1E4S1S3	hva|A0A1B7TFY2	kla|Q6CVM6	lth|C5DJ94	zro|C5DQZ2	sce|Q06512	vpo|A7TRD9
FOG08911	HOG04698					ncr|Q7SF32	tre|G0RU42	ang|A2QDA0																											
FOG08912	HOG04699					ncr|V5IPA2																													
FOG08913	HOG04700					ncr|Q1K881;ncr|Q7SCE5																													
FOG08914	HOG04701					ncr|Q1K6U8																													
FOG08915	HOG04702				spo|Q9Y824																														
FOG08916	HOG04703							ang|A2QL59																											
FOG08917	HOG04704					ncr|Q7SFP6	tre|G0RQP1	ang|A2QQS8																											
FOG08918	HOG04705					ncr|V5IPN9																													
FOG08919	HOG04706																															lth|lth_AYbRAH_00742		sce|P87270	
FOG08920	HOG04707									yli|Q6CDB4																					kla|Q6CLL1				
FOG08921	HOG04708					ncr|Q7S365;ncr|Q7S7D4																													
FOG08922	HOG04709						tre|G0RMT7																												
FOG08923	HOG04710																									pic|A3LSC8;pic|A3LXM6									
FOG08924	HOG04711					ncr|V5IMA7																													
FOG08925	HOG04712																														kla|Q6CWD6	lth|C5DFM6	zro|C5DS71	sce|Q06201	vpo|A7TNP5
FOG08926	HOG04713																																	sce|P47105	
FOG08927	HOG04714					ncr|Q7S1N0		ang|A2QG26																											
FOG08928	HOG04715					ncr|Q7SFQ8	tre|G0RAM4			yli|Q6CHX9																							zro|C5DYJ2		
FOG08929	HOG04716					ncr|Q1K5F8;ncr|Q7RWX2																													
FOG08930	HOG04717				spo|O13804	ncr|Q7SB07																													
FOG08931	HOG04718					ncr|Q7RWU4	tre|G0R7P4																												
FOG08932	HOG04719									yli|Q6CFQ9																									
FOG08933	HOG04720						tre|G0RIM3																												
FOG08934	HOG04721		rgm|A0A0P9EEH6	sai|UPI000866D116	spo|P78859	ncr|F5HAA9	tre|G0RSD3	ang|A2QJ69	lst|A0A1E3QGE3	yli|Q6C5C6	arx|A0A060SYW8	nfu|A0A1E3PL30;nfu|A0A1E3PN74		pta|A0A1E4TPP4	ppa|C4QW49	kcp|W6MVU4	car|A0A1E4SU09	opm|W1QFE7	dbx|Dekbr2_38136	pme|A0A1E3NQ99	pku|A0A099NXQ6	bin|A0A1E3QNZ8	mbi|A0A1A0H6S9	mgu|A5DFL9	dha|Q6BYV4	pic|A3LTG5	spa|G3AUF4	wan|A0A1E3P9F5	cut|A0A1E4RY85;cut|A0A1E4S549	hva|A0A1B7TH07	kla|Q6CJJ5	lth|C5DHQ3	zro|C5DQK0	sce|Q07821	vpo|A7TP52
FOG08935	HOG04722							ang|A2QTQ9																											
FOG08936	HOG04723					ncr|Q7S1U0																													
FOG08937	HOG04724						tre|G0RTG8																												
FOG08938	HOG04725					ncr|Q7SDH4																													
FOG08939	HOG04726		rgm|A0A194S7H7	sai|UPI000866B83B	spo|P87126	ncr|Q1K852	tre|G0RHN9	ang|A2R9C2	lst|A0A1E3QB29	yli|Q6C007	arx|A0A060TCZ8	nfu|A0A1E3PM35	aru|A0A1D2VN97	pta|A0A1E4TR26	ppa|C4R2K8	kcp|W6MRX2	car|A0A1E4T7E4	opm|W1QI95	dbx|Dekbr2_29986	pme|A0A1E3NS17	pku|A0A099P363	bin|A0A1E3QX90	mbi|A0A1A0HF38	mgu|A5DF02	dha|Q6BLU8	pic|A3LNL2	spa|G3AFX9	wan|A0A1E3PB21	cut|A0A1E4S2E5		kla|Q6CT50	lth|C5DIA0	zro|C5DPF7	sce|Q12046	vpo|A7THZ4
FOG08940	HOG04727						tre|G0RQI4																												
FOG08941	HOG04728					ncr|Q7SH56																													
FOG08942	HOG04729							ang|A2R8W2																											
FOG08943	HOG04730																														kla|Q6CPZ8	lth|C5E2S5	zro|C5DRT2	sce|P10355	vpo|A7TGA8
FOG08945	HOG04732																							mgu|A5D9W5		pic|A3LVA2	spa|G3AUR0								
FOG08946	HOG04733						tre|G0RU06																												
FOG08947	HOG04734					ncr|Q7S5T1				yli|Q6CAY0																									
FOG08948	HOG04735						tre|G0RJF6																												
FOG08949	HOG04736						tre|G0RN09	ang|A2Q922																											
FOG08950	HOG04737		rgm|A0A194S3S5			ncr|Q7RYM6	tre|G0RQE4	ang|A2QAZ9		yli|Q6CBU4	arx|A0A060T8F2																								
FOG08951	HOG04738					ncr|Q7S5G9																													
FOG08952	HOG04739							ang|A2R0R7																											
FOG08953	HOG04740					ncr|Q7SAE4																													
FOG08954	HOG04741						tre|G0RD86																												
FOG08955	HOG04742							ang|A2Q8N1																											
FOG08956	HOG04743				spo|Q09807																														
FOG08957	HOG04744																														kla|F2Z6I8	lth|C5DK39	zro|C5DZ17	sce|P11710	vpo|A7TFA2
FOG08958	HOG04745							ang|A2QIR4																											
FOG08959	HOG04746							ang|A2QU68																											
FOG08960	HOG04747		rgm|A0A194S1B4	sai|UPI000618EEE9	spo|O60164	ncr|Q7SFC2	tre|G0RMX3	ang|A2QI86	lst|A0A1E3QET8	yli|Q6CDK0	arx|A0A060T117	nfu|A0A1E3PDP0	aru|A0A1D2VKM4	pta|A0A1E4TYL4	ppa|C4R8Q2	kcp|W6MK28	car|A0A1E4SUU6	opm|W1QFM5	dbx|Dekbr2_5264	pme|A0A1E3NFV0	pku|A0A099P6N0	bin|A0A1E3QUC8	mbi|A0A1A0HIN5	mgu|A5DGY0	dha|Q6BXL7	pic|A3LU56	spa|G3AMD1	wan|A0A1E3P8I1	cut|A0A1E4S3L0	hva|A0A1B7TFV1	kla|Q6CQQ1	lth|C5DHL5	zro|C5DU07	sce|P53261	vpo|A7TSA8
FOG08961	HOG04748		rgm|A0A194SDJ4	sai|UPI000866CF2E;sai|UPI0008675B36	spo|O59813;spo|Q9UT18		tre|G0R970	ang|A2QE85			arx|A0A060T928																								
FOG08962	HOG04749							ang|A5AB19																											
FOG08963	HOG04750						tre|G0RFA2																												
FOG08964	HOG04751																																	sce|Q8TGT5	
FOG08965	HOG04752																															lth|lth_AYbRAH_00589		sce|Q04436	
FOG08966	HOG04753							ang|A5ABI7																											
FOG08967	HOG04754							ang|A2QPH3																											
FOG08968	HOG04755						tre|G0RB41																												
FOG08969	HOG04756						tre|G0RAI7																												
FOG08970	HOG04757						tre|G0RCC1																												
FOG08971	HOG04758																															lth|lth_AYbRAH_00709		sce|Q3E744	
FOG08972	HOG04759						tre|G0RBT6																												
FOG08973	HOG04760					ncr|Q7RZG9	tre|G0RU59	ang|A2Q866																											
FOG08974	HOG04761						tre|G0R8E7																												
FOG08975	HOG04762						tre|G0RBT5	ang|A2QSM1;ang|A2R8E3																											
FOG08976	HOG04763																															lth|lth_AYbRAH_00378		sce|Q08734	
FOG08977	HOG04764				spo|O13600																														
FOG08978	HOG04765				spo|P87124																														
FOG08979	HOG04766					ncr|Q7SF50																													
FOG08980	HOG04767					ncr|V5IQX3																													
FOG08981	HOG04768						tre|G0R8P6																												
FOG08982	HOG04769														ppa|C4QWQ2	kcp|W6MHC4	car|A0A1E4T2J7	opm|W1QGG4	dbx|Dekbr2_160857	pme|A0A1E3NSF9	pku|A0A099P4K8														
FOG08983	HOG04770					ncr|A7UWB6																													
FOG08984	HOG04771					ncr|Q7SBC0	tre|G0R7E5																												
FOG08985	HOG04772							ang|A2R1V4																											
FOG08986	HOG04773		rgm|A0A194SB60	sai|UPI000866E9AD	spo|Q9USV4	ncr|Q1K552	tre|G0RSI9	ang|A2R3S6	lst|A0A1E3Q3N1	yli|Q6CA00	arx|A0A060T697	nfu|A0A1E3PIN7	aru|A0A1D2VBN6	pta|A0A1E4TWA1	ppa|C4R769	kcp|W6MIA2	car|A0A1E4T1A0	opm|W1QJR7	dbx|Dekbr2_3760	pme|A0A1E3NMT3	pku|A0A099P216	bin|A0A1E3QKP9	mbi|A0A1A0H7K6	mgu|A5DFI0	dha|B5RST7	pic|pic_AYbRAH_00262	spa|G3ARG5	wan|A0A1E3PBP7	cut|A0A1E4S1K3	hva|A0A1B7TDZ3	kla|Q6CTC9	lth|C5DME4	zro|C5DUC2	sce|Q12000	vpo|A7TLF2
FOG08987	HOG04774							ang|A2Q961																											
FOG08988	HOG04775					ncr|V5IPM7	tre|G0RLY5																												
FOG08989	HOG04776				spo|Q9UU84																														
FOG08990	HOG04777					ncr|A7UWK5	tre|G0RTZ4	ang|A2QCB2	lst|A0A1E3PV53;lst|A0A1E3PVB1	yli|Q6C395	arx|A0A060TJR2																								
FOG08991	HOG04778				spo|O74986																														
FOG08992	HOG04779							ang|A2QKM6;ang|A2R5K1																											
FOG08993	HOG04780							ang|A2QGC6;ang|A2QYQ3;ang|A2R153																											
FOG08994	HOG04781							ang|A2QEY9																											
FOG08995	HOG04782					ncr|Q1K5N3																													
FOG08996	HOG04783					ncr|Q1K5N2;ncr|Q7RYF8																													
FOG08997	HOG04784		rgm|A0A194S999	sai|UPI00086736B4		ncr|A7UW85;ncr|Q7S0R5	tre|G0RNF4	ang|A2QIA9	lst|A0A1E3QFM2	yli|Q6C472	arx|A0A060T8H7	nfu|A0A1E3PPU5																wan|A0A1E3P0Z2	cut|A0A1E4RYY9	hva|A0A1B7TE54	kla|Q6CS23	lth|C5E3E7	zro|C5E1S4	sce|P43599	vpo|A7TLH1
FOG08998	HOG04785					ncr|Q7S6W3	tre|G0RIQ2	ang|A2R8Z8																											
FOG08999	HOG04786		rgm|A0A194SCP0	sai|UPI000866A184	spo|O94530	ncr|A7UW46	tre|G0R6U3	ang|A2QZG2	lst|A0A1E3PWV0	yli|Q6C6H7	arx|A0A060TDB9	nfu|A0A1E3PMH0	aru|A0A1D2VHJ5	pta|A0A1E4TXI2	ppa|C4QY44	kcp|W6MNK9	car|A0A1E4SZB7	opm|W1QC24	dbx|Dekbr2_8481	pme|A0A1E3NDT5;pme|A0A1E3NQV9	pku|A0A099P2T2	bin|A0A1E3QYK3	mbi|A0A1A0HBB6	mgu|A5DCE1	dha|B5RUG2	pic|A3M0L4	spa|G3AVP4	wan|A0A1E3P6P2	cut|A0A1E4RXM2	hva|A0A1B7TDH2	kla|Q6CY52	lth|C5DNH7	zro|C5E451	sce|P32579	vpo|A7TIY0
FOG09000	HOG04787					ncr|Q7SDP9																													
FOG09001	HOG04788							ang|A2QLQ5;ang|A2QM67;ang|A2QWT2;ang|A2QXE8;ang|A2QYE5;ang|A2R3G4																											
FOG09002	HOG04789		rgm|A0A194S935	sai|UPI000867CA82	spo|Q1MTR3	ncr|Q7S2R5	tre|G0RIY4	ang|A2R736	lst|A0A1E3PXM5	yli|Q6CA59	arx|A0A060T1M8	nfu|A0A1E3PSZ4	aru|A0A1D2VMC3	pta|A0A1E4U0E2	ppa|C4R330	kcp|W6MUB6	car|A0A1E4T241	opm|W1Q6Z8	dbx|Dekbr2_23685	pme|A0A1E3NGM9	pku|A0A099NZF1	bin|A0A1E3QN39	mbi|A0A1A0HBQ7	mgu|A5DKF2	dha|Q6BUM7	pic|A3LUR8	spa|G3AUH7	wan|A0A1E3P9I6	cut|A0A1E4S0D1		kla|Q6CQ77	lth|C5DD30	zro|C5DTR0	sce|P40157	vpo|A7TIC3;vpo|A7TNG6
FOG09003	HOG04790						tre|G0RKA2																												
FOG09004	HOG04791																																	sce|P38280	
FOG09005	HOG04792					ncr|Q1K7X8	tre|G0R700	ang|A2QU20;ang|A2R2Y7																											
FOG09006	HOG04793		rgm|A0A194S0F6		spo|Q1MTQ7	ncr|V5IP47;ncr|V5IQS4	tre|G0R8S0	ang|A2QDZ7		yli|Q6C6B3	arx|A0A060TE17	nfu|A0A1E3PFD7																							
FOG09007	HOG04794							ang|A2Q7M8;ang|A2QRA5																											
FOG09008	HOG04795					ncr|Q7SEJ5	tre|G0RLM3																												
FOG09009	HOG04796																															lth|lth_AYbRAH_00594		sce|Q08533	
FOG09010	HOG04797							ang|A2R8H4																											
FOG09011	HOG04798																															lth|lth_AYbRAH_00936		sce|Q08621	
FOG09012	HOG04799							ang|A2R0G1																											
FOG09013	HOG04800							ang|A2QQD2																											
FOG09014	HOG04801					ncr|Q1K8S0																													
FOG09015	HOG04802					ncr|Q7S7E5																													
FOG09016	HOG04803					ncr|Q7RZQ7																													
FOG09017	HOG04804					ncr|Q7S2Y2																													
FOG09018	HOG04805				spo|P40385																														
FOG09019	HOG04806					ncr|Q7SAY6																													
FOG09020	HOG04807		rgm|A0A0N8PZT7	sai|UPI000866B606		ncr|Q7S943																													
FOG09021	HOG04808					ncr|Q7SEN1		ang|A2QQT1																											
FOG09022	HOG04809							ang|A2QSE4																											
FOG09023	HOG04810		rgm|A0A194SE52	sai|UPI00086718F0	spo|Q9UU79	ncr|Q7SGE1	tre|G0RSN6		lst|A0A1E3QD67	yli|Q6C6D1	arx|A0A060TD35	nfu|A0A1E3PMA8	aru|A0A1D2VR98	pta|A0A1E4TRV5	ppa|C4R2S3	kcp|W6MVP7	car|A0A1E4T0G3	opm|W1QFG5	dbx|Dekbr2_86459	pme|A0A1E3NEJ3	pku|A0A099NWH7	bin|A0A1E3QN12	mbi|A0A1A0HG35	mgu|A5DCN7	dha|Q6BU14	pic|A3LQ06	spa|G3ARB5	wan|A0A1E3NXB1	cut|A0A1E4S6T2	hva|A0A1B7T7Y9	kla|Q6CNC5	lth|C5DHS9	zro|C5E189	sce|P40078	vpo|A7TIZ1
FOG09024	HOG04811							ang|A2QTJ6																											
FOG09025	HOG04812							ang|A2R141																											
FOG09026	HOG04813																						mbi|A0A1A0HFP7	mgu|A5DJ89	dha|Q6BPJ2	pic|A3LR37	spa|G3AP31								
FOG09027	HOG04814			sai|UPI0008680A8F		ncr|Q7S2X4		ang|ang_AYbRAH_00651																											
FOG09028	HOG04815					ncr|Q7RWE1	tre|G0RI15	ang|A2R7C8																											
FOG09029	HOG04816							ang|A2QLE6;ang|A2QSL1																											
FOG09030	HOG04817						tre|G0RSN9																												
FOG09031	HOG04818							ang|A2QGT2																											
FOG09032	HOG04819					ncr|Q7S6X9																													
FOG09033	HOG04820																							mgu|A5DJH4	dha|Q6BNR8	pic|A3LXP0	spa|G3AUR8								
FOG09034	HOG04821					ncr|U9WH22	tre|G0RF43																												
FOG09035	HOG04822						tre|G0RFW9																												
FOG09036	HOG04823		rgm|A0A194SA75			ncr|Q7SDD8	tre|G0RK08	ang|A2Q8T2		yli|Q6C018	arx|A0A060TBG2	nfu|A0A1E3PS85	aru|A0A1D2V9V4	pta|A0A1E4TTN7	ppa|C4R3U3	kcp|W6MPB1	car|A0A1E4T373	opm|W1QFY2	dbx|Dekbr2_24360	pme|A0A1E3NEH6	pku|A0A099NYK9	bin|A0A1E3QSD8	mbi|Metbi1_32072	mgu|A5DMZ2	dha|B5RV09	pic|A3LUC5	spa|G3AQG6	wan|A0A1E3NUN1	cut|A0A1E4S5N7	hva|A0A1B7TBQ4	kla|Q6CIC0	lth|C5DCV6	zro|C5DZL7	sce|P38838	vpo|A7THI9
FOG09037	HOG04824						tre|G0RS11		lst|A0A1E3Q2X6																										
FOG09038	HOG04825					ncr|Q1K718	tre|G0RSM3	ang|A2QTD0																											
FOG09039	HOG04826							ang|A2QYX9																											
FOG09040	HOG04827						tre|G0RDX0																												
FOG09041	HOG04828																						mbi|A0A1A0HDX8;mbi|A0A1A0HE60	mgu|A5DJF6	dha|B5RU41	pic|A3LZ92	spa|G3ANR3								
FOG09042	HOG04829							ang|A2R4L7																											
FOG09043	HOG04830					ncr|Q1K6P1																													
FOG09044	HOG04831			sai|UPI000867F45E		ncr|A7UVU5	tre|G0R9E5	ang|A2Q868;ang|A2QBF9;ang|A2QHD2;ang|A2QNP1;ang|A2QR29;ang|A2QTE8;ang|A2R1I5;ang|A2R3A6	lst|A0A1E3Q775	yli|Q6C5W7	arx|A0A060T6U7		aru|A0A1D2VLR0	pta|A0A1E4TXZ7	ppa|C4QVK3	kcp|W6MXR0	car|A0A1E4T055;car|A0A1E4T057	opm|W1Q7B4	dbx|Dekbr2_4938	pme|A0A1E3NHX1	pku|A0A099P761;pku|A0A099P793	bin|A0A1E3QSC2	mbi|A0A1A0H7N2;mbi|A0A1A0HEV8	mgu|A5DGA7	dha|Q6BVQ3	pic|A3LZM9	spa|G3AF38	wan|A0A1E3NWF1	cut|A0A1E4RX73	hva|A0A1B7THC7	kla|Q6CR59				
FOG09045	HOG04832					ncr|Q7RZH7																													
FOG09046	HOG04833							ang|A2QF63																											
FOG09047	HOG04834						tre|G0RS24																												
FOG09048	HOG04835						tre|G0RKH8																												
FOG09049	HOG04836																															lth|C5DL84	zro|C5DRZ0	sce|P18634	vpo|A7TGF3
FOG09050	HOG04837														ppa|C4R4V0																				
FOG09051	HOG04838					ncr|Q7S412		ang|A2Q7E0;ang|A2QT56																											
FOG09052	HOG04839						tre|G0RX68																												
FOG09053	HOG04840						tre|G0RTX6																												
FOG09054	HOG04841							ang|A2Q971																											
FOG09055	HOG04842		rgm|A0A194SC91;rgm|A0A194SEW8	sai|UPI000618E2D6	spo|Q10068	ncr|V5IP54	tre|G0RGQ5	ang|A2QI20	lst|A0A1E3PVV0	yli|Q6C8Z2	arx|A0A060T0I3	nfu|A0A1E3PPF0	aru|A0A1D2VIQ7	pta|A0A1E4TWF2	ppa|C4R881	kcp|W6MPM8	car|A0A1E4T1T5	opm|W1Q9W2;opm|W1QBS0	dbx|Dekbr2_5566	pme|A0A1E3NJR7	pku|A0A099P178	bin|A0A1E3QKB0	mbi|A0A1A0HFB6	mgu|A5DQT7	dha|Q6BU39	pic|A3LY63	spa|G3AVA2	wan|A0A1E3P4C3	cut|A0A1E4S2I5	hva|A0A1B7T8K0;hva|A0A1B7TG69	kla|Q6CIF5	lth|C5DEI8	zro|C5DR90	sce|Q12496	vpo|vpo_AYbRAH_00044
FOG09056	HOG04843																										spa|G3AJC1								
FOG09057	HOG04844																																	sce|P38168	
FOG09058	HOG04845							ang|A2QAM5																											
FOG09059	HOG04846							ang|A2QF26																											
FOG09060	HOG04847					ncr|Q7S5H4																													
FOG09061	HOG04848						tre|G0REE6																												
FOG09062	HOG04849					ncr|Q7SBX9																													
FOG09063	HOG04850		rgm|A0A194S2L4	sai|UPI000867124E	spo|O14348	ncr|Q7SFL5	tre|G0RPP9	ang|A2Q7L0	lst|A0A1E3PVE7	yli|Q6C5P7	arx|A0A060T397	nfu|A0A1E3PDS8	aru|A0A1D2VLI3	pta|A0A1E4TPT7	ppa|C4R5V5	kcp|W6MR40	car|A0A1E4T0Q0	opm|W1QK41	dbx|Dekbr2_50886	pme|A0A1E3NM40	pku|A0A099NV22	bin|A0A1E3QVA4	mbi|A0A1A0HHW8	mgu|A5DI91	dha|Q6BJ98	pic|A3LNC6	spa|G3AMJ3	wan|A0A1E3P5M4	cut|A0A1E4S0W9	hva|A0A1B7TC70	kla|Q6CU97	lth|C5DLQ9	zro|C5DW35	sce|Q92317	vpo|A7TNY4
FOG09064	HOG04851					ncr|Q7S4T3																													
FOG09065	HOG04852					ncr|Q7SGB4																													
FOG09066	HOG04853				spo|Q9P7P7	ncr|Q7SES6		ang|A2QJT7																								lth|C5DFW3;lth|C5DNS8;lth|C5DNS9			
FOG09067	HOG04854							ang|A2RBM6	lst|A0A1E3Q2W7																										
FOG09068	HOG04855					ncr|V5IQZ0	tre|G0RBN9;tre|G0RGZ8;tre|G0RXL8	ang|A2QYL8																											
FOG09069	HOG04856		rgm|A0A194S3X4	sai|UPI000866FA00	spo|Q9UTE6	ncr|Q7S7U0	tre|G0RHT0	ang|A2R4T0	lst|A0A1E3Q4F9	yli|Q6CCN1	arx|A0A060TCI4	nfu|A0A1E3PFG8	aru|A0A1D2VES5	pta|A0A1E4TMT3	ppa|C4R8J4	kcp|W6MT45	car|A0A1E4SWM0	opm|W1QBT6	dbx|Dekbr2_64264	pme|A0A1E3NSW9	pku|A0A099P140	bin|A0A1E3QIP0	mbi|A0A1A0HIL0	mgu|A5DG90	dha|Q6BMX6	pic|A3LW04	spa|G3AL57	wan|A0A1E3P3Y1	cut|A0A1E4S3A5	hva|A0A1B7TAF9	kla|Q6CY11	lth|C5DG39	zro|C5DVA7	sce|P10962	vpo|A7TSP5
FOG09070	HOG04857																															lth|lth_AYbRAH_00945		sce|P38240	
FOG09071	HOG04858					ncr|Q7SAZ4																													
FOG09072	HOG04859						tre|G0R9C7	ang|A2RAB6																											
